Latest,IV,Delta,Gamma,Theta,Vega,"IV Skew",Type,Time,Strike,Latest,IV,Delta,Gamma,Theta,Vega,"IV Skew",Type,Time
,,,,,,,,,25.50,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,26.00,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,27.00,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,27.50,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,28.00,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,28.50,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,29.00,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,30.00,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,31.00,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,31.50,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,32.00,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,32.50,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,33.00,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,33.50,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,34.00,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,34.50,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,35.00,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,35.50,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,36.00,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,36.50,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,37.00,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,37.50,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,38.00,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,38.50,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,39.00,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,39.50,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,40.00,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,40.50,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,41.00,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,41.50,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,42.00,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,42.50,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,43.00,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,43.50,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,44.00,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,44.50,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,45.00,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,45.50,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,46.00,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,46.50,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,47.00,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,47.50,0.01s,0.00%,0.0000,0.0000,0.0000,0.0000,-56.32%,Put,09/23/26
,,,,,,,,,48.00,0.01s,98.67%,-0.0015,0.0002,-0.0025,0.0011,+42.35%,Put,09/23/26
,,,,,,,,,48.50,0.01s,97.25%,-0.0015,0.0002,-0.0025,0.0011,+40.92%,Put,09/23/26
,,,,,,,,,49.00,0.01,95.84%,-0.0015,0.0002,-0.0025,0.0011,+39.52%,Put,"18:09 CT"
,,,,,,,,,49.50,0.01s,94.43%,-0.0015,0.0002,-0.0024,0.0011,+38.11%,Put,09/23/26
,,,,,,,,,50.00,0.02s,99.68%,-0.0028,0.0004,-0.0044,0.0019,+43.36%,Put,09/23/26
